Province,Island,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Population,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate (%),Case Recovered Rate (%),Growth Factor of New Cases,Growth Factor of New Deaths,Cluster
Sulawesi Selatan,Sulawesi,491,19,370,102,73079,1127,65439,6513,9426885,52,7752,2,120,2,90,1,1,1
Sulawesi Tengah,Sulawesi,215,9,13,193,17281,487,13738,3056,2955567,73,5847,3,165,3,80,1,2,1
Sulawesi Tenggara,Sulawesi,161,1,45,115,14101,286,11389,2426,2635461,61,5350,0,109,2,81,1,0,1
Sulawesi Utara,Sulawesi,307,5,106,196,20100,615,16259,3226,2641884,116,7608,2,233,3,81,4,2,1
Sumatera Barat,Sumatera,524,7,251,266,62614,1353,52131,9130,5519245,95,11345,1,245,2,83,1,1,1
Sumatera Selatan,Sumatera,596,5,211,380,37918,1742,29937,6239,8217551,73,4614,1,212,5,79,2,0,1
Sumatera Utara,Sumatera,903,19,177,707,46053,1349,35761,8943,14874889,61,3096,1,91,3,78,1,2,1
Bali,Nusa Tenggara,1111,23,658,430,64007,1840,53920,8247,4216171,264,15181,5,436,3,84,1,1,1
Banten,Jawa,1903,29,1316,558,94645,1599,57613,35433,10722374,177,8827,3,149,2,61,1,3,1
Bengkulu,Sumatera,197,0,94,103,14417,226,10949,3242,1999539,99,7210,0,113,2,76,2,1,1
DKI Jakarta,Jawa,5904,95,10545,-4736,763427,10779,662752,89896,10846145,544,70387,9,994,1,87,1,0,0
Daerah Istimewa Yogyakarta,Jawa,1648,87,1038,523,97596,2596,65947,29053,3631015,454,26878,24,715,3,68,1,1,1
Gorontalo,Sulawesi,58,0,30,28,7006,196,5949,861,1180651,49,5934,0,166,3,85,3,1,1
Jambi,Sumatera,14,6,197,-189,16884,327,13204,3353,3493357,4,4833,2,94,2,78,0,2,1
Jawa Barat,Jawa,5719,83,5781,-145,539683,7813,418290,113580,45161325,127,11950,2,173,1,78,1,1,1
Jawa Tengah,Jawa,4296,385,3949,-38,334211,15665,257565,60981,36364072,118,9191,11,431,5,77,1,1,1
Jawa Timur,Jawa,3862,404,2989,469,253082,17185,188474,47423,40479023,95,6252,10,425,7,74,1,1,1
Kalimantan Barat,Kalimantan,186,11,0,175,21868,520,16415,4933,5422814,34,4033,2,96,2,75,0,1,1
Kalimantan Selatan,Kalimantan,229,10,165,54,41000,1162,35807,4031,4023049,57,10191,2,289,3,87,0,2,1
Kalimantan Tengah,Kalimantan,244,11,225,8,31062,603,22673,7786,2570289,95,12085,4,235,2,73,1,11,1
Kalimantan Timur,Kalimantan,900,60,486,354,99603,2617,80307,16679,3552191,253,28040,17,737,3,81,1,1,1
Kalimantan Utara,Kalimantan,258,4,50,204,16960,263,13379,3318,648407,398,26156,6,406,2,79,1,0,1
Kepulauan Bangka Belitung,Sumatera,286,18,217,51,27622,502,23157,3963,1379767,207,20019,13,364,2,84,1,1,1
Kepulauan Riau,Sumatera,520,13,434,73,38515,877,29246,8392,1929400,270,19962,7,455,2,76,1,1,1
Lampung,Sumatera,441,15,148,278,29518,1282,21172,7064,9095591,48,3245,2,141,4,72,1,8,1
Maluku Utara,Maluku,173,5,114,54,8554,190,5533,2831,1307803,132,6541,4,145,2,65,2,5,1
Nusa Tenggara Barat,Nusa Tenggara,208,4,242,-38,17104,541,13982,2581,5270247,39,3245,1,103,3,82,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,1249,5,678,566,31090,558,19803,10729,5411321,231,5745,1,103,2,64,2,1,1
Papua Barat,Papua,235,0,277,-42,16534,239,12268,4027,1140701,206,14495,0,210,1,74,1,0,1
Riau,Sumatera,452,23,317,112,84081,2263,73630,8188,6074100,74,13843,4,373,3,88,1,1,1
Sulawesi Barat,Sulawesi,71,1,79,-9,7184,144,6022,1018,1559984,46,4605,1,92,2,84,1,0,1
Sulawesi Selatan,Sulawesi,233,16,248,-31,73312,1143,65687,6482,9426885,25,7777,2,121,2,90,0,1,1
Sulawesi Tengah,Sulawesi,280,4,119,157,17561,491,13857,3213,2955567,95,5942,1,166,3,79,1,0,1
Sulawesi Tenggara,Sulawesi,206,3,141,62,14307,289,11530,2488,2635461,78,5429,1,110,2,81,1,3,1
Sulawesi Utara,Sulawesi,261,3,97,161,20361,618,16356,3387,2641884,99,7707,1,234,3,80,1,1,1
Sumatera Barat,Sumatera,540,9,304,227,63154,1362,52435,9357,5519245,98,11443,2,247,2,83,1,1,1
Sumatera Selatan,Sumatera,450,12,205,233,38368,1754,30142,6472,8217551,55,4669,1,213,5,79,1,2,1
Sumatera Utara,Sumatera,951,4,200,747,47004,1353,35961,9690,14874889,64,3160,0,91,3,77,1,0,1
Aceh,Sumatera,103,1,57,45,21167,929,16322,3916,5247257,20,4034,0,177,4,77,2,0,1
Bali,Nusa Tenggara,1250,33,652,565,65257,1873,54572,8812,4216171,296,15478,8,444,3,84,1,1,1
Banten,Jawa,3333,20,775,2538,97978,1619,58388,37971,10722374,311,9138,2,151,2,60,2,1,1
DKI Jakarta,Jawa,7060,195,10631,-3766,770487,10974,673383,86130,10846145,651,71038,18,1012,1,87,1,2,0
Daerah Istimewa Yogyakarta,Jawa,1978,88,1033,857,99574,2684,66980,29910,3631015,545,27423,24,739,3,67,1,1,1
Jambi,Sumatera,359,10,21,328,17243,337,13225,3681,3493357,103,4936,3,96,2,77,26,2,1
Jawa Barat,Jawa,10678,142,7298,3238,550361,7955,425588,116818,45161325,236,12187,3,176,1,77,2,2,1
Jawa Tengah,Jawa,5392,379,6001,-988,339603,16044,263566,59993,36364072,148,9339,10,441,5,78,1,1,1
Jawa Timur,Jawa,6624,281,3198,3145,259706,17466,191672,50568,40479023,164,6416,7,431,7,74,2,1,1
Kalimantan Barat,Kalimantan,475,11,469,-5,22343,531,16884,4928,5422814,88,4120,2,98,2,76,3,1,1
Kalimantan Selatan,Kalimantan,650,6,149,495,41650,1168,35956,4526,4023049,162,10353,1,290,3,86,3,1,1
Kalimantan Tengah,Kalimantan,339,8,350,-19,31401,611,23023,7767,2570289,132,12217,3,238,2,73,1,1,1
Kalimantan Timur,Kalimantan,1952,75,753,1124,101555,2692,81060,17803,3552191,550,28589,21,758,3,80,2,1,1
Kalimantan Utara,Kalimantan,405,7,227,171,17365,270,13606,3489,648407,625,26781,11,416,2,78,2,2,1
Kepulauan Bangka Belitung,Sumatera,528,9,294,225,28150,511,23451,4188,1379767,383,20402,7,370,2,83,2,0,1
Kepulauan Riau,Sumatera,690,17,698,-25,39205,894,29944,8367,1929400,358,20320,9,463,2,76,1,1,1
Lampung,Sumatera,424,28,203,193,29942,1310,21375,7257,9095591,47,3292,3,144,4,71,1,2,1
Maluku,Maluku,75,9,260,-194,12671,209,8536,3926,1847097,41,6860,5,113,2,67,0,9,1
Maluku Utara,Maluku,155,0,67,88,8709,190,5600,2919,1307803,119,6659,0,145,2,64,1,0,1
Nusa Tenggara Barat,Nusa Tenggara,379,5,299,75,17483,546,14281,2656,5270247,72,3317,1,104,3,82,2,1,1
Nusa Tenggara Timur,Nusa Tenggara,779,9,216,554,31869,567,20019,11283,5411321,144,5889,2,105,2,63,1,2,1
Papua,Papua,221,2,0,219,24301,301,11796,12204,4340348,51,5599,0,69,1,49,1,0,1
Riau,Sumatera,769,27,786,-44,84850,2290,74416,8144,6074100,127,13969,4,377,3,88,2,1,1
Sulawesi Barat,Sulawesi,151,3,68,80,7335,147,6090,1098,1559984,97,4702,2,94,2,83,2,3,1
Sulawesi Selatan,Sulawesi,954,12,404,538,74266,1155,66091,7020,9426885,101,7878,1,123,2,89,4,1,1
Sulawesi Tengah,Sulawesi,378,14,227,137,17939,505,14084,3350,2955567,128,6070,5,171,3,79,1,4,1
Sulawesi Tenggara,Sulawesi,137,8,152,-23,14444,297,11682,2465,2635461,52,5481,3,113,2,81,1,3,1
Sulawesi Utara,Sulawesi,369,3,83,283,20730,621,16439,3670,2641884,140,7847,1,235,3,79,1,1,1
Sumatera Barat,Sumatera,617,3,350,264,63771,1365,52785,9621,5519245,112,11554,1,247,2,83,1,0,1
Sumatera Selatan,Sumatera,806,11,200,595,39174,1765,30342,7067,8217551,98,4767,1,215,5,77,2,1,1
Sumatera Utara,Sumatera,1235,3,323,909,48239,1356,36284,10599,14874889,83,3243,0,91,3,75,1,1,1
Aceh,Sumatera,145,3,33,109,21312,932,16355,4025,5247257,28,4062,1,178,4,77,1,3,1
Bali,Nusa Tenggara,1407,32,686,689,66664,1905,55258,9501,4216171,334,15811,8,452,3,83,1,1,1
Banten,Jawa,2626,25,420,2181,100604,1644,58808,40152,10722374,245,9383,2,153,2,58,1,1,1
Bengkulu,Sumatera,444,5,208,231,15075,232,11252,3591,1999539,222,7539,2,116,2,75,2,5,1
DKI Jakarta,Jawa,8033,157,14510,-6634,778520,11131,687893,79496,10846145,741,71779,14,1026,1,88,1,1,0
Daerah Istimewa Yogyakarta,Jawa,1431,97,976,358,101005,2781,67956,30268,3631015,394,27817,27,766,3,67,1,1,1
Gorontalo,Sulawesi,20,1,33,-14,7102,204,6035,863,1180651,17,6015,1,173,3,85,0,0,1
Jambi,Sumatera,465,7,35,423,17708,344,13260,4104,3493357,133,5069,2,98,2,75,1,1,1
Jawa Barat,Jawa,8242,149,7025,1068,558603,8104,432613,117886,45161325,183,12369,3,179,1,77,1,1,1
Jawa Tengah,Jawa,4415,438,3919,58,344018,16482,267485,60051,36364072,121,9460,12,453,5,78,1,1,1
Jawa Timur,Jawa,6908,353,4144,2411,266614,17819,195816,52979,40479023,171,6586,9,440,7,73,1,1,1
Kalimantan Barat,Kalimantan,422,15,0,407,22765,546,16884,5335,5422814,78,4198,3,101,2,74,1,1,1
Kalimantan Selatan,Kalimantan,876,8,112,756,42526,1176,36068,5282,4023049,218,10571,2,292,3,85,1,1,1
Kalimantan Tengah,Kalimantan,348,12,515,-179,31749,623,23538,7588,2570289,135,12352,5,242,2,74,1,2,1
Kalimantan Timur,Kalimantan,1505,63,808,634,103060,2755,81868,18437,3552191,424,29013,18,776,3,79,1,1,1
Kalimantan Utara,Kalimantan,460,6,171,283,17825,276,13777,3772,648407,709,27490,9,426,2,77,1,1,1
Kepulauan Bangka Belitung,Sumatera,639,18,411,210,28789,529,23862,4398,1379767,463,20865,13,383,2,83,1,2,1
Kepulauan Riau,Sumatera,912,27,469,416,40117,921,30413,8783,1929400,473,20792,14,477,2,76,1,2,1
Lampung,Sumatera,445,11,105,329,30387,1321,21480,7586,9095591,49,3341,1,145,4,71,1,0,1
Maluku,Maluku,121,7,155,-41,12792,216,8691,3885,1847097,66,6925,4,117,2,68,2,1,1
Nusa Tenggara Barat,Nusa Tenggara,295,0,226,69,17778,546,14507,2725,5270247,56,3373,0,104,3,82,1,0,1
Nusa Tenggara Timur,Nusa Tenggara,807,12,880,-85,32676,579,20899,11198,5411321,149,6038,2,107,2,64,1,1,1
Papua,Papua,325,5,0,320,24626,306,11796,12524,4340348,75,5674,1,70,1,48,1,2,1
Papua Barat,Papua,239,3,266,-30,16925,247,12704,3974,1140701,210,14837,3,217,1,75,2,1,1
Riau,Sumatera,1008,21,600,387,85858,2311,75016,8531,6074100,166,14135,3,380,3,87,1,1,1
Sulawesi Barat,Sulawesi,77,2,45,30,7412,149,6135,1128,1559984,49,4751,1,96,2,83,1,1,1
Sulawesi Selatan,Sulawesi,1286,19,480,787,75552,1174,66571,7807,9426885,136,8015,2,125,2,88,1,2,1
Sulawesi Tengah,Sulawesi,497,5,135,357,18436,510,14219,3707,2955567,168,6238,2,173,3,77,1,0,1
Sulawesi Tenggara,Sulawesi,274,5,140,129,14718,302,11822,2594,2635461,104,5585,2,115,2,80,2,1,1
Sulawesi Utara,Sulawesi,333,2,86,245,21063,623,16525,3915,2641884,126,7973,1,236,3,78,1,1,1
Sumatera Barat,Sumatera,753,13,158,582,64524,1378,52943,10203,5519245,136,11691,2,250,2,82,1,4,1
Sumatera Selatan,Sumatera,841,27,405,409,40015,1792,30747,7476,8217551,102,4869,3,218,4,77,1,2,1
Sumatera Utara,Sumatera,1521,4,397,1120,49760,1360,36681,11719,14874889,102,3345,0,91,3,74,1,1,1
Aceh,Sumatera,212,3,41,168,21524,935,16396,4193,5247257,40,4102,1,178,4,76,1,1,1
Bali,Nusa Tenggara,1057,25,696,336,67721,1930,55954,9837,4216171,251,16062,6,458,3,83,1,1,1
Banten,Jawa,2328,15,458,1855,102932,1659,59266,42007,10722374,217,9600,1,155,2,58,1,1,1
Bengkulu,Sumatera,259,4,155,100,15334,236,11407,3691,1999539,130,7669,2,118,2,74,1,1,1
DKI Jakarta,Jawa,8359,151,14528,-6320,786879,11282,702421,73176,10846145,771,72549,14,1040,1,89,1,1,0
Daerah Istimewa Yogyakarta,Jawa,1628,87,1093,448,102633,2868,69049,30716,3631015,448,28266,24,790,3,67,1,1,1
Gorontalo,Sulawesi,74,1,20,53,7176,205,6055,916,1180651,63,6078,1,174,3,84,4,1,1
Jambi,Sumatera,396,8,57,331,18104,352,13317,4435,3493357,113,5182,2,101,2,74,1,1,1
Jawa Barat,Jawa,6993,117,6795,81,565596,8221,439408,117967,45161325,155,12524,3,182,1,78,1,1,1
Jawa Tengah,Jawa,5451,332,3967,1152,349469,16814,271452,61203,36364072,150,9610,9,462,5,78,1,1,1
Jawa Timur,Jawa,5700,362,4449,889,272314,18181,200265,53868,40479023,141,6727,9,449,7,74,1,1,1
Kalimantan Barat,Kalimantan,287,12,606,-331,23052,558,17490,5004,5422814,53,4251,2,103,2,76,1,1,1
Kalimantan Selatan,Kalimantan,687,0,72,615,43213,1176,36140,5897,4023049,171,10741,0,292,3,84,1,0,1
Kalimantan Tengah,Kalimantan,381,25,456,-100,32130,648,23994,7488,2570289,148,12501,10,252,2,75,1,2,1
Kalimantan Timur,Kalimantan,2106,72,858,1176,105166,2827,82726,19613,3552191,593,29606,20,796,3,79,1,1,1
Kalimantan Utara,Kalimantan,370,11,107,252,18195,287,13884,4024,648407,571,28061,17,443,2,76,1,2,1
Kepulauan Bangka Belitung,Sumatera,594,20,323,251,29383,549,24185,4649,1379767,431,21296,14,398,2,82,1,1,1
Kepulauan Riau,Sumatera,692,21,614,57,40809,942,31027,8840,1929400,359,21151,11,488,2,76,1,1,1
Lampung,Sumatera,499,5,99,395,30886,1326,21579,7981,9095591,55,3396,1,146,4,70,1,0,1
Maluku,Maluku,92,0,68,24,12884,216,8759,3909,1847097,50,6975,0,117,2,68,1,0,1
Maluku Utara,Maluku,82,0,66,16,8972,197,5996,2779,1307803,63,6860,0,151,2,67,0,0,1
Nusa Tenggara Barat,Nusa Tenggara,114,0,328,-214,17892,546,14835,2511,5270247,22,3395,0,104,3,83,0,1,1
Nusa Tenggara Timur,Nusa Tenggara,509,18,429,62,33185,597,21328,11260,5411321,94,6133,3,110,2,64,1,2,1
Papua,Papua,261,4,59,198,24887,310,11855,12722,4340348,60,5734,1,71,1,48,1,1,1
Papua Barat,Papua,125,2,230,-107,17050,249,12934,3867,1140701,110,14947,2,218,1,76,1,1,1
Riau,Sumatera,1215,34,971,210,87073,2345,75987,8741,6074100,200,14335,6,386,3,87,1,2,1
Sulawesi Barat,Sulawesi,141,2,34,105,7553,151,6169,1233,1559984,90,4842,1,97,2,82,2,1,1
Sulawesi Selatan,Sulawesi,815,7,297,511,76367,1181,66868,8318,9426885,86,8101,1,125,2,88,1,0,1
Sulawesi Tengah,Sulawesi,388,10,170,208,18824,520,14389,3915,2955567,131,6369,3,176,3,76,1,2,1
Sulawesi Tenggara,Sulawesi,226,8,127,91,14944,310,11949,2685,2635461,86,5670,3,118,2,80,1,2,1
Sulawesi Utara,Sulawesi,246,6,211,29,21309,629,16736,3944,2641884,93,8066,2,238,3,79,1,3,1
Sumatera Barat,Sumatera,431,11,335,85,64955,1389,53278,10288,5519245,78,11769,2,252,2,82,1,1,1
Sumatera Selatan,Sumatera,815,30,410,375,40830,1822,31157,7851,8217551,99,4969,4,222,4,76,1,1,1
Sumatera Utara,Sumatera,1276,4,658,614,51036,1364,37339,12333,14874889,86,3431,0,92,3,73,1,1,1
Aceh,Sumatera,200,5,47,148,21724,940,16443,4341,5247257,38,4140,1,179,4,76,1,2,1
Bali,Nusa Tenggara,990,27,696,267,68711,1957,56650,10104,4216171,235,16297,6,464,3,82,1,1,1
Banten,Jawa,1619,15,503,1101,104551,1674,59769,43108,10722374,151,9751,1,156,2,57,1,1,1
Bengkulu,Sumatera,275,8,190,77,15609,244,11597,3768,1999539,138,7806,4,122,2,74,1,2,1
DKI Jakarta,Jawa,5394,157,14224,-8987,792273,11439,716645,64189,10846145,497,73047,14,1055,1,90,1,1,0
Daerah Istimewa Yogyakarta,Jawa,2145,59,1115,971,104778,2927,70164,31687,3631015,591,28856,16,806,3,67,1,1,1
Gorontalo,Sulawesi,33,1,33,-1,7209,206,6088,915,1180651,28,6106,1,174,3,84,0,1,1
Jambi,Sumatera,192,9,51,132,18296,361,13368,4567,3493357,55,5237,3,103,2,73,0,1,1
Jawa Barat,Jawa,4743,123,5214,-594,570339,8344,444622,117373,45161325,105,12629,3,185,1,78,1,1,1
Jawa Tengah,Jawa,5656,264,3368,2024,355125,17078,274820,63227,36364072,156,9766,7,470,5,77,1,1,1
Jawa Timur,Jawa,4764,320,4916,-472,277078,18501,205181,53396,40479023,118,6845,8,457,7,74,1,1,1
Kalimantan Barat,Kalimantan,364,9,423,-68,23416,567,17913,4936,5422814,67,4318,2,105,2,76,1,1,1
Kalimantan Tengah,Kalimantan,450,2,294,154,32580,650,24288,7642,2570289,175,12676,1,253,2,75,1,0,1
Kalimantan Timur,Kalimantan,1693,73,965,655,106859,2900,83691,20268,3552191,477,30083,21,816,3,78,1,1,1
Kalimantan Utara,Kalimantan,427,3,146,278,18622,290,14030,4302,648407,659,28720,5,447,2,75,1,0,1
Kepulauan Bangka Belitung,Sumatera,626,11,358,257,30009,560,24543,4906,1379767,454,21749,8,406,2,82,1,1,1
Kepulauan Riau,Sumatera,599,14,608,-23,41408,956,31635,8817,1929400,310,21462,7,495,2,76,1,1,1
Lampung,Sumatera,399,6,74,319,31285,1332,21653,8300,9095591,44,3440,1,146,4,69,1,1,1
Maluku,Maluku,104,0,30,74,12988,216,8789,3983,1847097,56,7032,0,117,2,68,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,127,0,242,-115,18019,546,15077,2396,5270247,24,3419,0,104,3,84,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,1080,13,173,894,34265,610,21501,12154,5411321,200,6332,2,113,2,63,2,1,1
Papua,Papua,189,4,1,184,25076,314,11856,12906,4340348,44,5777,1,72,1,47,1,1,1
Papua Barat,Papua,275,13,528,-266,17325,262,13462,3601,1140701,241,15188,11,230,2,78,2,6,1
Riau,Sumatera,1032,37,926,69,88105,2382,76913,8810,6074100,170,14505,6,392,3,87,1,1,1
Sulawesi Barat,Sulawesi,102,0,60,42,7655,151,6229,1275,1559984,65,4907,0,97,2,81,1,0,1
Sulawesi Selatan,Sulawesi,880,19,643,218,77247,1200,67511,8536,9426885,93,8194,2,127,2,87,1,3,1
Sulawesi Tengah,Sulawesi,278,10,99,169,19102,530,14488,4084,2955567,94,6463,3,179,3,76,1,1,1
Sulawesi Tenggara,Sulawesi,311,1,93,217,15255,311,12042,2902,2635461,118,5788,0,118,2,79,1,0,1
Sulawesi Utara,Sulawesi,507,7,227,273,21816,636,16963,4217,2641884,192,8258,3,241,3,78,2,1,1
Sumatera Barat,Sumatera,752,3,274,475,65707,1392,53552,10763,5519245,136,11905,1,252,2,81,2,0,1
Sumatera Selatan,Sumatera,388,22,483,-117,41218,1844,31640,7734,8217551,47,5016,3,224,4,77,0,1,1
Sumatera Utara,Sumatera,1031,20,395,616,52067,1384,37734,12949,14874889,69,3500,1,93,3,72,1,5,1
Aceh,Sumatera,160,5,56,99,21884,945,16499,4440,5247257,30,4171,1,180,4,75,1,1,1
Bali,Nusa Tenggara,1078,26,803,249,69789,1983,57453,10353,4216171,256,16553,6,470,3,82,1,1,1
Banten,Jawa,883,10,788,85,105434,1684,60557,43193,10722374,82,9833,1,157,2,57,1,1,1
Bengkulu,Sumatera,266,3,120,143,15875,247,11717,3911,1999539,133,7939,2,124,2,74,1,0,1
DKI Jakarta,Jawa,2662,160,14652,-12150,794935,11599,731297,52039,10846145,245,73292,15,1069,1,92,0,1,0
Daerah Istimewa Yogyakarta,Jawa,2667,77,1017,1573,107445,3004,71181,33260,3631015,735,29591,21,827,3,66,1,1,1
Gorontalo,Sulawesi,49,0,45,4,7258,206,6133,919,1180651,42,6147,0,174,3,85,1,0,1
Jambi,Sumatera,105,7,159,-61,18401,368,13527,4506,3493357,30,5267,2,105,2,74,1,1,1
Jawa Barat,Jawa,4051,226,5073,-1248,574390,8570,449695,116125,45161325,90,12719,5,190,1,78,1,2,1
Jawa Tengah,Jawa,3985,295,4701,-1011,359110,17373,279521,62216,36364072,110,9875,8,478,5,78,1,1,1
Jawa Timur,Jawa,3158,373,4492,-1707,280236,18874,209673,51689,40479023,78,6923,9,466,7,75,1,1,1
Kalimantan Barat,Kalimantan,132,11,341,-220,23548,578,18254,4716,5422814,24,4342,2,107,2,78,0,1,1
Kalimantan Selatan,Kalimantan,195,5,412,-222,44027,1200,36717,6110,4023049,48,10944,1,298,3,83,0,0,1
Kalimantan Tengah,Kalimantan,424,2,607,-185,33004,652,24895,7457,2570289,165,12841,1,254,2,75,1,1,1
Kalimantan Timur,Kalimantan,943,72,880,-9,107802,2972,84571,20259,3552191,265,30348,20,837,3,78,1,1,1
Kalimantan Utara,Kalimantan,210,9,107,94,18832,299,14137,4396,648407,324,29043,14,461,2,75,0,3,1
Kepulauan Bangka Belitung,Sumatera,252,15,397,-160,30261,575,24940,4746,1379767,183,21932,11,417,2,82,0,1,1
Kepulauan Riau,Sumatera,473,45,507,-79,41881,1001,32142,8738,1929400,245,21707,23,519,2,77,1,3,1
Lampung,Sumatera,449,16,139,294,31734,1348,21792,8594,9095591,49,3489,2,148,4,69,1,3,1
Maluku,Maluku,51,0,262,-211,13039,216,9051,3772,1847097,28,7059,0,117,2,69,0,1,1
Maluku Utara,Maluku,179,7,141,31,9419,215,6217,2987,1307803,137,7202,5,164,2,66,1,1,1
Nusa Tenggara Timur,Nusa Tenggara,320,8,1121,-809,34585,618,22622,11345,5411321,59,6391,1,114,2,65,0,1,1
Papua,Papua,351,7,0,344,25427,321,11856,13250,4340348,81,5858,2,74,1,47,2,2,1
Papua Barat,Papua,73,7,326,-260,17398,269,13788,3341,1140701,64,15252,6,236,2,79,0,1,1
Riau,Sumatera,1137,32,806,299,89242,2414,77719,9109,6074100,187,14692,5,397,3,87,1,1,1
Sulawesi Selatan,Sulawesi,657,6,613,38,77904,1206,68124,8574,9426885,70,8264,1,128,2,87,1,0,1
Sulawesi Tengah,Sulawesi,415,11,50,354,19517,541,14538,4438,2955567,140,6603,4,183,3,74,1,1,1
Sulawesi Tenggara,Sulawesi,114,12,124,-22,15369,323,12166,2880,2635461,43,5832,5,123,2,79,0,12,1
Sulawesi Utara,Sulawesi,190,10,217,-37,22006,646,17180,4180,2641884,72,8330,4,245,3,78,0,1,1
Sumatera Barat,Sumatera,614,16,440,158,66321,1408,53992,10921,5519245,111,12016,3,255,2,81,1,5,1
Sumatera Selatan,Sumatera,366,20,325,21,41584,1864,31965,7755,8217551,45,5060,2,227,4,77,1,1,1
Sumatera Utara,Sumatera,1028,10,510,508,53095,1394,38244,13457,14874889,69,3569,1,94,3,72,1,0,1
Aceh,Sumatera,226,8,70,148,22110,953,16569,4588,5247257,43,4214,2,182,4,75,1,2,1
Bali,Nusa Tenggara,1314,33,829,452,71103,2016,58282,10805,4216171,312,16864,8,478,3,82,1,1,1
Banten,Jawa,1610,35,915,660,107044,1719,61472,43853,10722374,150,9983,3,160,2,57,2,4,1
Bengkulu,Sumatera,274,2,189,83,16149,249,11906,3994,1999539,137,8076,1,125,2,74,1,1,1
DKI Jakarta,Jawa,3567,184,14849,-11466,798502,11783,746146,40573,10846145,329,73621,17,1086,1,93,1,1,0
Daerah Istimewa Yogyakarta,Jawa,2732,104,1125,1503,110177,3108,72306,34763,3631015,752,30343,29,856,3,66,1,1,1
Jambi,Sumatera,226,7,180,39,18627,375,13707,4545,3493357,65,5332,2,107,2,74,2,1,1
Jawa Barat,Jawa,7502,308,9517,-2323,581892,8878,459212,113802,45161325,166,12885,7,197,2,79,2,1,1
Jawa Tengah,Jawa,5074,413,4623,38,364184,17786,284144,62254,36364072,140,10015,11,489,5,78,1,1,1
Jawa Timur,Jawa,6339,339,4975,1025,286575,19213,214648,52714,40479023,157,7080,8,475,7,75,2,1,1
Kalimantan Barat,Kalimantan,427,14,441,-28,23975,592,18695,4688,5422814,79,4421,3,109,2,78,3,1,1
Kalimantan Selatan,Kalimantan,517,37,347,133,44544,1237,37064,6243,4023049,129,11072,9,307,3,83,3,7,1
Kalimantan Tengah,Kalimantan,254,14,348,-108,33258,666,25243,7349,2570289,99,12939,5,259,2,76,1,7,1
Kalimantan Timur,Kalimantan,2009,59,1147,803,109811,3031,85718,21062,3552191,566,30914,17,853,3,78,2,1,1
Kalimantan Utara,Kalimantan,457,13,368,76,19289,312,14505,4472,648407,705,29748,20,481,2,75,2,1,1
Kepulauan Bangka Belitung,Sumatera,709,16,332,361,30970,591,25272,5107,1379767,514,22446,12,428,2,82,3,1,1
Kepulauan Riau,Sumatera,656,11,511,134,42537,1012,32653,8872,1929400,340,22047,6,525,2,77,1,0,1
Lampung,Sumatera,581,255,491,-165,32315,1603,22283,8429,9095591,64,3553,28,176,5,69,1,16,1
Maluku Utara,Maluku,136,4,151,-19,9555,219,6368,2968,1307803,104,7306,3,167,2,67,1,1,1
Nusa Tenggara Barat,Nusa Tenggara,207,6,277,-76,18362,554,15716,2092,5270247,39,3484,1,105,3,86,2,3,1
Nusa Tenggara Timur,Nusa Tenggara,1244,43,1250,-49,35829,661,23872,11296,5411321,230,6621,8,122,2,67,4,5,1
Papua,Papua,351,3,109,239,25778,324,11965,13489,4340348,81,5939,1,75,1,46,1,0,1
Papua Barat,Papua,186,3,444,-261,17584,272,14232,3080,1140701,163,15415,3,238,2,81,3,0,1
Riau,Sumatera,1428,35,664,729,90670,2449,78383,9838,6074100,235,14927,6,403,3,86,1,1,1
Sulawesi Barat,Sulawesi,146,2,112,32,7901,157,6405,1339,1559984,94,5065,1,101,2,81,1,0,1
Sulawesi Selatan,Sulawesi,954,17,741,196,78858,1223,68865,8770,9426885,101,8365,2,130,2,87,1,3,1
Sulawesi Tengah,Sulawesi,620,23,226,371,20137,564,14764,4809,2955567,210,6813,8,191,3,73,1,2,1
Sulawesi Tenggara,Sulawesi,258,4,130,124,15627,327,12296,3004,2635461,98,5930,2,124,2,79,2,0,1
Sulawesi Utara,Sulawesi,479,10,242,227,22485,656,17422,4407,2641884,181,8511,4,248,3,77,3,1,1
Sumatera Barat,Sumatera,894,17,494,383,67215,1425,54486,11304,5519245,162,12178,3,258,2,81,1,1,1
Sumatera Selatan,Sumatera,1020,22,431,567,42604,1886,32396,8322,8217551,124,5185,3,230,4,76,3,1,1
Sumatera Utara,Sumatera,1408,18,549,841,54503,1412,38793,14298,14874889,95,3664,1,95,3,71,1,2,1
Aceh,Sumatera,237,5,40,192,22347,958,16609,4780,5247257,45,4259,1,183,4,74,1,1,1
Bali,Nusa Tenggara,1452,44,954,454,72555,2060,59236,11259,4216171,344,17209,10,489,3,82,1,1,1
Banten,Jawa,1642,40,1645,-43,108686,1759,63117,43810,10722374,153,10136,4,164,2,58,1,1,1
Bengkulu,Sumatera,383,0,149,234,16532,249,12055,4228,1999539,192,8268,0,125,2,73,1,0,1
